Max_NeuN,Mean_NeuN,Std_NeuN,Middle_NeuN,MoC_NeuN,Solidity_NeuN,FilledArea_NeuN,CenDist_NeuN,Max_tdTom,Mean_tdTom,Std_tdTom,Middle_tdTom,MoC_tdTom,Solidity_tdTom,FilledArea_tdTom,CenDist_tdTom,Max_TH,Mean_TH,Std_TH,Middle_TH,MoC_TH,Solidity_TH,FilledArea_TH,CenDist_TH
2176,1858.56213378906,106.715225219727,1803,0.988351404666901,0.877551020408163,124,0,12900,9719.201171875,1227.17663574219,9781,1.00081861019135,0.26530612244898,57,0,288,250.627212524414,12.0390024185181,260,1.0473313331604,1,169,0
4594,3155.44384765625,597.710510253906,4536,1.82461786270142,0.979591836734694,77,0,4098,3649.609375,168.901504516602,3939,1.13712465763092,0.959183673469388,97,0,300,258.236694335938,17.8099308013916,276,1.12768125534058,1,169,0
2585,2419.26025390625,74.5020980834961,2362,0.994735717773438,0.979591836734694,154,0,3843,3633.03540039062,81.9572982788086,3708,1.01394581794739,0.551020408163265,112,0,305,252.159759521484,19.8842906951904,213,0.820809245109558,1,169,0
3872,2843.66870117188,460.041900634766,3872,1.59670102596283,0.938775510204082,84,0,4223,3863.13598632812,146.659423828125,4124,1.10763442516327,0.836734693877551,88,0,303,260.881652832031,15.3866109848022,271,1.0637880563736,1,169,0
2160,1741.26037597656,160.141052246094,1994,1.28334677219391,1,150,0,5815,5318.36083984375,246.737319946289,5481,1.09795677661896,0.979591836734694,117,0,225,182.343200683594,19.5637073516846,184,1.04992866516113,1,169,0
3103,2454.64501953125,229.019500732422,2916,1.29140830039978,1,122,0,4643,3594.18334960938,207.809677124023,3849,1.12931859493256,0.816326530612245,68,0,308,248.656799316406,18.9190158843994,254,0.988326847553253,1,169,0
2971,2439.93481445312,223.591735839844,2529,1.11594045162201,0.918367346938776,113,0,3789,3400.396484375,148.507751464844,3484,1.01463413238525,0.73469387755102,101,0,304,265.875732421875,15.8944425582886,278,1.02772641181946,1,169,0
3079,2582.24853515625,169.932174682617,2399,0.922337591648102,0.346938775510204,81,0,9866,6457.62744140625,1131.73498535156,5554,0.814011454582214,0.0612244897959184,31,0,331,267.863891601562,22.743896484375,245,0.897435903549194,1,169,0
4007,2793.04150390625,535.256530761719,3823,1.86396884918213,0.918367346938776,71,0,4017,3584.43188476562,169.652221679688,3873,1.13602697849274,1,160,0,270,235.189346313477,13.2372894287109,227,0.956796646118164,1,169,0
1948,1602.8994140625,131.744369506836,1797,1.23781645298004,0.918367346938776,105,0,6004,5238.40234375,305.362762451172,5678,1.17411088943481,0.918367346938776,104,0,256,181.715972900391,21.8371086120605,160,0.948148131370544,1,169,0
2957,2460.43188476562,217.031600952148,2528,1.16096436977386,0.959183673469388,120,0,4956,4617.43212890625,140.675323486328,4630,1.01124823093414,1,161,0,223,186.520706176758,12.7895460128784,191,1.1285080909729,1,169,0
6344,3417.88159179688,1068.09106445312,6344,2.42832541465759,0.836734693877551,42,0,5175,4369.05908203125,287.895843505859,5126,1.22565603256226,0.816326530612245,77,0,238,196.384613037109,15.895866394043,192,0.980842888355255,1,169,0
3656,2835.390625,360.060699462891,3644,1.55361330509186,0.938775510204082,84,0,4676,4318.2958984375,192.932037353516,4283,1.00764620304108,0.959183673469388,143,0,292,249.798812866211,13.5903415679932,267,1.10673570632935,1,169,0
2359,2175.72192382812,81.2683563232422,2003,0.914403080940247,0.959183673469388,156,0,4324,4065.92309570312,91.1479721069336,4012,0.969902098178864,1,168,0,285,257.426025390625,10.9770660400391,255,0.965909063816071,1,169,0
2972,2509.1005859375,209.77961730957,2812,1.27716588973999,1,135,0,3637,3448.47338867188,65.3481521606445,3378,1.00655543804169,0.959183673469388,158,0,289,242.822479248047,14.5087566375732,229,0.97967916727066,1,169,0
2378,2133.4912109375,111.847480773926,2015,0.99481612443924,0.959183673469388,133,0,4722,3998.14208984375,333.263000488281,4120,1.13373696804047,0.857142857142857,102,0,311,269.485198974609,16.3168430328369,276,1.05645930767059,1,169,0
3957,3366.35498046875,262.336730957031,3605,1.20186698436737,0.897959183673469,88,0,5154,4370.76904296875,268.994689941406,4245,0.964772701263428,0.979591836734694,138,0,661,405.858001708984,52.5645065307617,371,0.800431489944458,1,169,0
3056,2292.12426757812,320.419830322266,3056,1.5318295955658,0.897959183673469,64,0,5216,4967.05322265625,107.961097717285,4853,0.983085155487061,0.693877551020408,130,0,199,172.497039794922,10.2991695404053,156,0.921713471412659,1,169,0
5550,2988.8046875,888.961791992188,5394,2.53715896606445,0.795918367346939,42,0,5528,4854.86376953125,270.230712890625,5151,1.13960182666779,0.938775510204082,135,0,205,183.497039794922,9.12813854217529,179,0.970189690589905,1,169,0
5414,3251.4970703125,1017.11883544922,5414,2.35929846763611,0.877551020408163,67,0,5833,5074.84033203125,349.557556152344,5525,1.23270857334137,0.979591836734694,120,0,199,171.479293823242,9.8646125793457,163,0.965925931930542,1,169,0
3668,2299.31958007812,480.461059570312,3109,1.88139188289642,0.877551020408163,70,0,6285,5301.86376953125,522.386840820312,5917,1.29723215103149,1,106,0,255,211.023666381836,17.0987873077393,230,1.15723276138306,1,169,0
4854,3033.57983398438,637.614135742188,4728,2.04431962966919,0.918367346938776,61,0,4537,3905.33129882812,239.767135620117,4519,1.23259460926056,0.979591836734694,90,0,343,289.254425048828,20.5568389892578,285,1.0545791387558,1,169,0
5919,4728.96435546875,284.121459960938,4760,1.02459239959717,0.63265306122449,100,0,9123,7976.07080078125,466.891510009766,7957,1.04316473007202,0.693877551020408,87,0,1684,1229.07104492188,132.051422119141,1267,1.13352715969086,1,160,0
2104,1667.02954101562,161.411468505859,1948,1.36295258998871,0.979591836734694,129,0,5552,4940.74560546875,292.543487548828,4861,1.04537630081177,0.571428571428571,94,0,211,176.142013549805,13.7854719161987,170,0.905459403991699,1,169,0
3115,2775.87573242188,167.817352294922,3043,1.21210908889771,1,153,0,3998,3764.26025390625,82.703010559082,3680,0.987455546855927,1,164,0,275,248.266265869141,11.4810972213745,274,1.15489983558655,1,169,0
1997,1769.24853515625,87.3442001342773,1760,0.996743619441986,0.979591836734694,168,0,5240,4128.32568359375,259.356170654297,4182,1.00263726711273,0.714285714285714,84,0,313,264.467468261719,17.412036895752,281,1.09980428218842,1,169,0
4876,2962.84033203125,778.793518066406,4876,2.42526745796204,0.959183673469388,63,0,5449,4725.8876953125,301.764984130859,5126,1.1049200296402,0.938775510204082,116,0,327,211.224853515625,24.5365943908691,199,0.884444415569305,1,169,0
2286,1902.75744628906,169.586410522461,2074,1.23950397968292,0.979591836734694,120,0,6206,5321.53271484375,438.870758056641,5244,0.979500353336334,0.63265306122449,94,0,273,203.479293823242,25.3820991516113,193,0.921241044998169,1,169,0
9958,7079.396484375,1323.33447265625,8290,1.38878417015076,0.653061224489796,78,0,5948,5336.4794921875,184.325866699219,5418,1.01861250400543,0.959183673469388,146,0,378,334.982238769531,18.1145401000977,300,0.892857134342194,1,169,0
2755,2490.32543945312,105.351539611816,2651,1.12485408782959,1,163,0,3744,3435.66284179688,88.8959350585938,3353,0.957794785499573,0.775510204081633,152,0,311,274.573974609375,13.1169939041138,258,0.940747499465942,1,169,0
8436,6102.45556640625,1000.67321777344,7777,1.46321725845337,0.897959183673469,77,0,6092,4952.390625,462.647125244141,5966,1.27342581748962,0.918367346938776,83,0,255,205.426040649414,16.7113666534424,214,1.05418717861176,1,169,0
3498,2490.59765625,390.438629150391,3376,1.66469430923462,1,112,0,4512,3941.7099609375,193.218948364258,4224,1.12865734100342,0.959183673469388,104,0,286,238.573959350586,18.1729984283447,250,0.946073770523071,1,169,0
2565,1963.16564941406,239.04508972168,2372,1.40230560302734,1,127,0,4757,4323.212890625,264.039703369141,4398,1.0622546672821,1,129,0,224,184.964492797852,13.9240684509277,222,1.27038621902466,1,169,0
4909,3758.85791015625,528.357055664062,4511,1.45153248310089,1,93,0,4146,3849.07690429688,115.375373840332,4046,1.0922589302063,1,168,0,374,336.609466552734,15.4087610244751,332,0.988095223903656,1,169,0
3978,2949.8935546875,530.850830078125,3791,1.84994506835938,1,94,0,4773,4340.798828125,137.251312255859,4310,0.96328991651535,1,162,0,237,191.491119384766,16.076868057251,191,0.984536111354828,1,169,0
3705,2874.77514648438,288.85205078125,3363,1.3611251115799,0.836734693877551,90,0,4537,4187.0771484375,184.937042236328,4436,1.09476804733276,0.816326530612245,110,0,216,175.875732421875,11.8649139404297,166,0.951289415359497,1,169,0
3490,2818.24853515625,368.755157470703,3225,1.49253726005554,1,81,0,4491,4139.15966796875,148.402542114258,4230,1.046382188797,0.795918367346939,100,0,245,203.106506347656,14.8167533874512,196,0.997455477714539,1,169,0
3911,3467.14794921875,182.9384765625,3755,1.14840579032898,0.938775510204082,122,0,5230,4868.92919921875,116.321929931641,4912,1.00209105014801,1,165,0,671,538.455627441406,46.1155319213867,530,0.97203117609024,0.714285714285714,113,0
3005,1915.17749023438,407.078155517578,3005,1.94058763980865,0.938775510204082,88,0,4527,4078.76928710938,247.061340332031,4340,1.0882648229599,0.918367346938776,126,0,261,217.994079589844,15.3419351577759,198,0.857142865657806,1,169,0
4869,3170.06518554688,812.886657714844,4673,2.17222547531128,0.938775510204082,60,0,4152,3804.74560546875,116.147277832031,3916,1.05261743068695,1,162,0,266,221.147933959961,19.4782085418701,256,1.24574208259583,1,169,0
3854,3250.65673828125,294.149566650391,3291,1.06195545196533,0.897959183673469,129,0,54694,10769.0537109375,5620.29931640625,9316,0.471648454666138,0,7,0,349,298.035491943359,22.1367225646973,304,1.08765649795532,1,169,0
3900,2617.36694335938,464.995544433594,3671,1.82636821269989,1,83,0,6595,5580.419921875,510.751525878906,6017,1.21635413169861,0.959183673469388,110,0,217,181.485214233398,12.7639312744141,184,1.06204903125763,1,169,0
4461,3428.66870117188,649.12548828125,4283,1.78905594348907,1,92,0,4660,4176.6806640625,223.093490600586,4424,1.14293098449707,0.959183673469388,100,0,293,246.437866210938,17.2846622467041,285,1.235102891922,1,169,0
3877,2793.2900390625,484.103485107422,3663,1.861044049263,1,77,0,5104,4346.75732421875,410.896514892578,4466,1.10271608829498,0.857142857142857,114,0,210,178.254440307617,11.9523010253906,180,0.989010989665985,1,169,0
2347,1885.94079589844,164.511993408203,2034,1.18843114376068,0.979591836734694,118,0,5612,5161.83447265625,246.346450805664,5118,1.00723242759705,0.551020408163265,85,0,258,186.473373413086,23.5078678131104,214,0.993039429187775,1,169,0
5774,3804.53857421875,884.784790039062,5774,1.9706484079361,0.918367346938776,75,0,4218,3662.35498046875,193.141326904297,4150,1.20578193664551,0.959183673469388,102,0,360,296.24853515625,17.446439743042,309,1.08421051502228,1,169,0
3288,2820.2958984375,222.311141967773,3106,1.21959364414215,1,144,0,5517,4979.37255859375,170.781036376953,5096,1.03872811794281,0.877551020408163,124,0,516,403.355041503906,35.679515838623,404,0.974080801010132,1,169,0
11019,9183.177734375,658.350891113281,8906,0.974451541900635,0.346938775510204,70,0,5877,5443.73388671875,170.205841064453,5819,1.08401644229889,0.653061224489796,96,0,337,285.917144775391,17.033727645874,320,1.14081990718842,1,169,0
3822,2194.3017578125,491.095642089844,3572,2.08583950996399,0.714285714285714,42,0,6706,5534.5859375,544.248168945312,5880,1.13749575614929,0.755102040816326,96,0,273,202.674560546875,21.7478923797607,190,0.924574196338654,1,169,0
3715,2502.95849609375,579.576721191406,3684,2.07169961929321,0.959183673469388,71,0,4804,4234.37255859375,182.966217041016,4249,1.03849446773529,0.938775510204082,123,0,202,173.881652832031,12.7787094116211,182,1.03262412548065,1,169,0
2736,2462.1953125,97.8791275024414,2511,1.03068244457245,0.938775510204082,162,0,4264,3831.98828125,134.5009765625,3818,1.04395377635956,0.979591836734694,162,0,347,304.964508056641,16.6189403533936,334,1.10963451862335,1,169,0
3794,2628.408203125,595.02294921875,3741,1.78973805904388,0.938775510204082,75,0,4922,4523.5146484375,171.39111328125,4374,0.949167251586914,0.877551020408163,136,0,242,208.414199829102,13.6702241897583,220,0.988764047622681,1,169,0
3117,2478.15380859375,285.622772216797,2881,1.44392931461334,1,114,0,4403,4175.822265625,106.025344848633,4257,1.07242727279663,0.918367346938776,120,0,252,216.384613037109,11.4875707626343,217,1.03703701496124,1,169,0
9709,8318.443359375,572.967651367188,8185,0.980915009975433,0.571428571428571,92,0,5347,4593.44384765625,274.355987548828,4168,0.870600521564484,0.102040816326531,58,0,279,240.538467407227,12.8591260910034,258,1.06391751766205,1,169,0
2841,2390.97631835938,167.738388061523,2624,1.21397173404694,0.959183673469388,104,0,3994,3829.3076171875,82.8483276367188,3916,1.01873052120209,1,169,0,259,227.976333618164,10.9397449493408,203,0.875,1,169,0
2034,1769.43200683594,115.875434875488,1760,1.0599217414856,1,162,0,4919,4503.2783203125,209.343475341797,4565,1.0212527513504,0.938775510204082,123,0,237,183.786987304688,20.8261394500732,157,0.794936716556549,1,169,0
6981,5660.16552734375,593.693786621094,6981,1.34075963497162,0.938775510204082,83,0,5246,4937.26611328125,110.61767578125,4951,0.993777573108673,0.73469387755102,115,0,396,332.366851806641,17.0358963012695,362,1.0781831741333,1,169,0
4629,3244.01782226562,629.930114746094,4152,1.6063449382782,0.959183673469388,92,0,4507,4054.20703125,173.147674560547,4446,1.14728081226349,1,148,0,251,217.236679077148,15.4292812347412,235,1.09941518306732,1,169,0
1462,1267.7041015625,66.9560546875,1398,1.10252368450165,1,169,0,5865,5467.615234375,238.365112304688,5608,1.02757668495178,0.571428571428571,110,0,264,239.01774597168,11.4810781478882,244,1.01349949836731,1,169,0
2779,2190.8046875,221.974563598633,2763,1.38966429233551,0.959183673469388,114,0,4142,3852.63305664062,126.980583190918,3883,1.0040078163147,0.979591836734694,163,0,281,229.680480957031,18.3450317382812,277,1.20304012298584,1,169,0
10145,9043.5029296875,498.100860595703,8949,1.00047516822815,0.530612244897959,89,0,5211,4871.73974609375,155.462493896484,4900,1.04183280467987,1,162,0,267,242.331359863281,10.7651996612549,239,1.01164019107819,1,169,0
2878,2190.66870117188,281.945556640625,2712,1.481764793396,1,106,0,5845,5137.67431640625,399.101165771484,5420,1.09456253051758,0.795918367346939,112,0,224,190.1005859375,17.3000946044922,201,1.22188448905945,1,169,0
18870,9463.9169921875,4042.00170898438,17646,3.6226646900177,0.897959183673469,59,0,4762,4159.384765625,343.120910644531,4632,1.24007761478424,0.897959183673469,93,0,230,205.44970703125,10.3411502838135,202,1.00372672080994,1,169,0
2224,2029.27807617188,107.73738861084,2045,1.04563462734222,1,165,0,26378,5198.2783203125,2852.38623046875,4402,1.03906524181366,0,6,0,312,277.733734130859,13.2159299850464,283,1.06691801548004,1,169,0
6642,4955.04150390625,927.380004882812,6146,1.63740503787994,0.979591836734694,87,0,5343,4629.76904296875,296.986267089844,5140,1.19855427742004,0.938775510204082,76,0,238,191.136093139648,15.9839715957642,198,1.125,1,169,0
2085,1853.55615234375,135.96760559082,1956,1.11596059799194,0.897959183673469,118,0,4583,4086.11840820312,288.638916015625,4488,1.19536554813385,1,138,0,291,256.946746826172,14.0582370758057,266,1.07910752296448,1,169,0
2329,1975.11828613281,152.016387939453,2116,1.22347497940063,1,148,0,4057,3699.8994140625,202.629455566406,3923,1.12859606742859,0.938775510204082,119,0,295,251.473373413086,17.5489330291748,267,1.1021671295166,1,169,0
5284,4160.57373046875,510.296844482422,4800,1.40752148628235,0.877551020408163,97,0,4569,4153.13623046875,211.583557128906,4315,1.11520326137543,0.836734693877551,97,0,268,232.088760375977,15.6835660934448,230,1.00108814239502,1,169,0
6847,4892.06494140625,986.669982910156,6744,1.955491065979,1,78,0,4553,4093.16577148438,165.156814575195,4301,1.12635850906372,1,158,0,249,214.562133789062,13.5184183120728,235,1.15196073055267,1,169,0
2733,2461.06518554688,105.346656799316,2506,1.00723469257355,0.959183673469388,154,0,4430,4110.72802734375,116.431243896484,4281,1.01475560665131,0.448979591836735,82,0,310,283.106506347656,12.4063358306885,291,1.03100085258484,1,169,0
2173,1849.71008300781,150.010452270508,1731,0.964479744434357,0.510204081632653,100,0,4752,4420.86376953125,121.435363769531,4389,0.98584908246994,0.530612244897959,108,0,264,229.349105834961,15.744312286377,242,1.10250568389893,1,169,0
2582,2338.48510742188,79.8784103393555,2397,1.06639969348907,0.714285714285714,104,0,4589,4283.775390625,135.405288696289,4358,1.04734444618225,0.979591836734694,153,0,404,346.017761230469,18.6127433776855,374,1.06780874729156,1,169,0
4294,3112.83422851562,592.3720703125,4078,1.83280897140503,0.979591836734694,81,0,5009,4544.52685546875,180.847030639648,4966,1.12067699432373,0.979591836734694,139,0,231,196.112426757812,14.8016366958618,225,1.11801242828369,1,169,0
2666,2173.13598632812,190.794250488281,2447,1.2799791097641,0.979591836734694,124,0,5207,4345.9765625,361.343322753906,4300,1.00631868839264,0.918367346938776,119,0,248,196.230773925781,16.153284072876,180,0.867469906806946,1,169,0
3923,3266.01171875,298.666564941406,3778,1.30444538593292,1,115,0,4007,3753.52075195312,91.416633605957,3569,0.938222944736481,0.938775510204082,160,0,300,240.650894165039,20.2643814086914,251,1.02974355220795,1,169,0
2133,1661.97631835938,162.498901367188,1927,1.32054138183594,1,127,0,5472,4696.37890625,280.029968261719,5036,1.12066757678986,0.795918367346939,102,0,278,240.431945800781,15.213846206665,235,1.05145418643951,1,169,0
6351,4138.75146484375,896.404846191406,6255,1.92165899276733,0.959183673469388,78,0,4692,4137.04150390625,238.548965454102,4557,1.15075755119324,0.857142857142857,79,0,324,279.431945800781,16.6782341003418,303,1.04663217067719,1,169,0
3156,2418.41430664062,306.068511962891,2915,1.45640766620636,0.918367346938776,99,0,4988,4515.47314453125,218.396194458008,4655,1.03352570533752,0.897959183673469,117,0,268,215.242599487305,18.1899795532227,214,0.954292058944702,1,169,0
4013,3093.46752929688,399.300048828125,3970,1.46036422252655,0.877551020408163,86,0,4202,3888.36694335938,137.737014770508,4038,1.06193292140961,0.775510204081633,92,0,262,238.929000854492,10.9759340286255,225,0.908173561096191,1,169,0
3327,2597.34912109375,286.894073486328,2862,1.28875374794006,0.918367346938776,90,0,4907,4497.1005859375,322.983093261719,4751,1.15001511573792,1,143,0,295,244.065093994141,20.6821575164795,235,1.00750267505646,1,169,0
2148,1888.58581542969,118.324836730957,2101,1.17917776107788,1,129,0,4864,4408.2900390625,167.615417480469,4487,1.04458153247833,0.551020408163265,98,0,227,196.325439453125,14.194881439209,210,1.03703701496124,1,169,0
3767,3048.13012695312,310.222015380859,3607,1.42035830020905,0.959183673469388,72,0,3899,3720.94677734375,75.9281692504883,3839,1.05743014812469,0.979591836734694,161,0,327,246.502960205078,25.6965179443359,236,0.945891797542572,1,169,0
3443,3040.04736328125,151.690856933594,3199,1.0914363861084,1,149,0,9552,7275.201171875,971.47265625,8436,1.33249092102051,0.693877551020408,67,0,374,322.526641845703,17.5645294189453,327,1.00383734703064,1,169,0
2779,2269.32543945312,183.954620361328,2765,1.33979403972626,1,151,0,5299,4771.798828125,177.616012573242,5055,1.0956974029541,0.979591836734694,132,0,272,250.745559692383,10.6088628768921,261,1.04191613197327,1,169,0
2669,2438.22485351562,98.205192565918,2423,0.992219507694244,0.938775510204082,152,0,4116,3857.5029296875,99.4773330688477,3997,1.041224360466,1,169,0,373,339.017761230469,15.1195526123047,328,0.940501809120178,1,169,0
4322,3801.06518554688,277.711669921875,3994,1.16621649265289,0.918367346938776,128,0,5581,5112.419921875,161.545471191406,5086,0.98843652009964,0.938775510204082,158,0,234,190.775146484375,17.9173793792725,179,1.00139856338501,1,169,0
11799,6495.8876953125,1976.00598144531,10137,2.27567625045776,0.653061224489796,50,0,5952,4688.212890625,508.502685546875,4921,1.1096453666687,0.591836734693878,72,0,345,297.378692626953,19.379322052002,295,0.972794711589813,1,169,0
3454,2722.79296875,258.991607666016,3077,1.2644339799881,1,111,0,4037,3765.04736328125,106.581787109375,3586,0.943932592868805,0.918367346938776,159,0,288,243.91716003418,19.1756973266602,230,1.01321589946747,1,169,0
4321,3064.71606445312,558.309143066406,4000,1.77541053295135,1,73,0,3791,3428.75732421875,109.136962890625,3444,1.03376853466034,0.938775510204082,131,0,306,251.698226928711,16.83420753479,262,1.06829762458801,1,169,0
5260,3023.36694335938,886.386535644531,4856,2.23469853401184,0.877551020408163,68,0,4640,3831.0947265625,270.459075927734,4640,1.30584681034088,0.918367346938776,68,0,245,207.745559692383,13.7831983566284,226,1.08004784584045,1,169,0
6742,4224.95263671875,957.623168945312,5466,1.67028260231018,0.693877551020408,63,0,6741,4673.26025390625,603.449462890625,4703,1.1316169500351,0.204081632653061,46,0,244,196.840240478516,15.0694208145142,196,1.02752292156219,1,169,0
9457,8810.6630859375,343.276428222656,9134,1.07957327365875,0.938775510204082,103,0,4781,4439.57373046875,131.762725830078,4268,0.954970061779022,0.673469387755102,108,0,317,282.514801025391,14.9686613082886,278,0.972027957439423,1,169,0
4136,3433.64501953125,364.237731933594,3913,1.27521586418152,1,105,0,4594,4310.56201171875,147.786239624023,4408,1.03243935108185,1,146,0,219,192.857986450195,10.412501335144,178,0.917525768280029,1,169,0
2185,1923.75744628906,121.10765838623,1983,1.09815871715546,0.979591836734694,139,0,4922,3893.98828125,515.019348144531,3905,1.05156862735748,0.551020408163265,87,0,275,224.136093139648,20.0219917297363,250,1.22699391841888,1,169,0
11387,5060.33740234375,2281.48803710938,10859,3.37734246253967,0.73469387755102,42,0,5827,4783.3076171875,573.395874023438,5407,1.23928487300873,0.857142857142857,109,0,229,180.763320922852,13.4094247817993,183,1.07647061347961,1,169,0
3920,3094.86401367188,388.315338134766,3674,1.32755196094513,0.959183673469388,83,0,4765,4241.017578125,273.187316894531,4300,1.01962184906006,0.755102040816326,102,0,265,217.710052490234,17.4411926269531,236,1.13053894042969,1,169,0
6094,5375.1123046875,258.006713867188,5511,0.971015751361847,0.775510204081633,137,0,8625,7644.1064453125,336.139739990234,7583,0.954016506671906,0.653061224489796,118,0,1466,1112.10656738281,109.953674316406,1059,0.858532607555389,0.571428571428571,121,0
2264,2103.27807617188,60.7478141784668,2103,1.02522850036621,0.897959183673469,128,0,4288,3940.67456054688,168.794204711914,3783,0.967581033706665,0.816326530612245,112,0,307,269.479278564453,15.4869728088379,291,1.06301367282867,1,169,0
6429,4166.8046875,1013.02600097656,6429,2.08581399917603,0.897959183673469,59,0,4822,4329.57373046875,204.251571655273,4683,1.14477789402008,1,148,0,251,203.798812866211,17.5575866699219,217,1.04076743125916,1,169,0
8494,7081.02978515625,669.473510742188,7254,1.0930460691452,0.959183673469388,128,0,4757,4447.76904296875,136.265533447266,4576,1.04755914211273,0.877551020408163,120,0,224,194.023666381836,13.3786220550537,198,1.0503978729248,1,169,0
2673,2250.37280273438,181.616989135742,2625,1.28802752494812,1,145,0,5441,5113.43212890625,112.706512451172,5376,1.06402766704559,0.979591836734694,164,0,239,188.402374267578,15.3868055343628,194,1.05291724205017,1,169,0
3342,2918.0947265625,173.27555847168,3097,1.15280103683472,0.979591836734694,116,0,4473,4180.15380859375,109.660842895508,4230,1.03195905685425,0.795918367346939,122,0,299,259.088745117188,13.8128805160522,289,1.08442771434784,1,169,0
5332,3213.92895507812,792.021362304688,5332,2.46851849555969,0.897959183673469,59,0,5167,4478.0830078125,309.912567138672,4790,1.12428116798401,0.836734693877551,110,0,206,180.36686706543,9.81654834747314,181,1.06942391395569,1,169,0
3435,2899.48510742188,218.158050537109,2836,1.08492732048035,0.979591836734694,100,0,3724,3389.8046875,147.485122680664,3461,1.05768203735352,0.775510204081633,108,0,394,287.011840820312,36.5239601135254,225,0.769230782985687,0.816326530612245,128,0
11180,9750.443359375,501.607238769531,9930,1.02635657787323,0.653061224489796,79,0,6031,5393.84619140625,303.123291015625,5481,1.08181190490723,0.693877551020408,80,0,279,244.396453857422,15.0428838729858,257,1.00982320308685,1,169,0
2587,2406.66284179688,78.762825012207,2428,1.02263867855072,0.938775510204082,145,0,3821,3559.94091796875,97.5196990966797,3515,0.967187166213989,1,166,0,288,256.254425048828,16.5302848815918,283,1.08221793174744,1,169,0
3952,3104.62719726562,468.606567382812,3525,1.27879559993744,0.918367346938776,120,0,4940,4111.67431640625,342.331878662109,4582,1.16783487796783,0.714285714285714,71,0,290,240.479293823242,18.6279640197754,272,1.11819112300873,1,169,0
