1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
415	-0.220983	33.286306	2.987578	0.007065	1.8
416	-0.245024	32.886224	3.009759	0.007758	1.9
417	-0.219214	33.884209	2.955031	0.007875	1.8
418	-0.236539	32.959024	3.005698	0.004642	1.8
419	-0.249399	33.044681	3.000935	0.007058	1.8
420	-0.246206	32.219967	3.047438	0.013886	1.8
421	-0.241792	31.295267	3.101324	0.015374	1.9
422	-0.235326	30.369044	3.157243	0.007104	2.9
423	-0.262141	29.444734	3.215094	0.007339	1.8
424	-0.247942	30.406269	3.154957	0.011644	1.9
425	-0.232449	29.854624	3.189180	0.016978	1.8
426	-0.232790	28.928401	3.248343	0.007727	1.8
427	-0.232500	28.002178	3.309742	0.005608	1.8
428	-0.215718	28.993102	3.244139	0.005453	1.8
429	-0.216940	28.830793	3.254705	0.010221	1.7
430	-0.221709	27.955478	3.312899	0.005681	1.8
431	-0.211498	28.953972	3.246680	0.006378	1.8
432	-0.217263	29.485017	3.212528	0.012913	1.8
433	-0.215503	28.642956	3.267020	0.008831	1.7
434	-0.208370	27.716734	3.329134	0.006349	1.8
435	-0.241677	28.709249	3.262663	0.010785	1.8
436	-0.206271	28.402232	3.282940	0.005267	1.9
437	-0.193065	27.478176	3.345517	0.004212	1.8
438	-0.213549	26.893475	3.386360	0.002983	1.8
439	-0.232432	27.403180	3.350700	0.003983	2.0
440	-0.207444	27.800313	3.323433	0.002897	2.0
441	-0.237398	27.562390	3.339715	0.009645	1.9
442	-0.227677	26.911574	3.385081	0.014860	2.0
443	-0.217953	25.985351	3.451811	0.023946	1.8
444	-0.217246	26.985351	3.379876	0.005881	1.8
445	-0.286455	26.059128	3.446399	0.018268	1.8
446	-0.202484	25.132913	3.515593	0.010381	1.8
447	-0.225072	26.132913	3.441004	0.008012	2.0
448	-0.230251	25.206710	3.509978	0.007725	1.8
449	-0.227594	26.179819	3.437583	0.007099	1.8
450	-0.246443	25.262686	3.505731	0.004097	2.0
451	-0.272108	24.805136	3.540750	0.006879	1.8
452	-0.208834	25.437925	3.492502	0.008728	1.9
453	-0.252419	26.428885	3.419531	0.010427	1.9
454	-0.230989	27.428496	3.348949	0.005247	1.8
455	-0.251924	26.503425	3.414165	0.004591	1.8
456	-0.232246	27.382986	3.352099	0.010421	1.8
457	-0.219205	28.368537	3.285180	0.003075	1.8
458	-0.242158	27.858622	3.319466	0.015791	1.8
459	-0.208927	27.867506	3.318863	0.017659	1.8
460	-0.237340	28.867506	3.252309	0.018325	1.8
461	-0.213880	27.941283	3.313860	0.007779	1.9
462	-0.229931	28.884386	3.251209	0.008914	1.8
463	-0.212440	28.260205	3.292405	0.007669	1.7
464	-0.202537	27.336668	3.355311	0.006959	1.8
465	-0.200670	28.256452	3.292656	0.004867	2.1
466	-0.222665	29.182409	3.231900	0.006983	1.8
467	-0.236935	28.348779	3.286496	0.007905	1.9
468	-0.233742	27.437316	3.348339	0.003107	1.8
469	-0.217156	28.077534	3.304660	0.013706	1.8
470	-0.263850	27.454463	3.347154	0.011965	1.8
471	-0.196782	28.454463	3.279472	0.015859	1.9
472	-0.213071	29.454463	3.214474	0.002411	2.1
473	-0.249474	29.321509	3.222967	0.020010	1.9
474	-0.220871	30.042624	3.177434	0.011771	2.1
475	-0.210483	29.116401	3.236157	0.006691	1.9
476	-0.228620	30.075484	3.175389	0.011989	1.9
477	-0.236210	30.938762	3.122611	0.010370	2.0
478	-0.221515	30.014407	3.179191	0.005735	1.8
479	-0.236686	30.456434	3.151881	0.008693	1.8
480	-0.227412	31.389923	3.095720	0.006936	1.8
481	-0.200967	32.389382	3.037768	0.008326	1.8
482	-0.220931	31.469614	3.091019	0.011522	1.8
483	-0.201345	32.469397	3.033222	0.006113	1.9
484	-0.224215	33.469242	2.977544	0.008987	1.8
485	-0.217069	32.845030	3.012062	0.007105	1.8
486	-0.242561	32.034893	3.058073	0.012114	1.8
487	-0.235497	31.108740	3.112425	0.007770	1.8
488	-0.261173	30.182533	3.168748	0.005840	1.8
489	-0.250963	30.971877	3.120621	0.008670	1.7
490	-0.241750	31.868341	3.067706	0.006450	1.8
491	-0.241731	32.824343	3.013219	0.015820	1.8
492	-0.218733	31.898381	3.065964	0.004994	1.8
493	-0.242340	30.972356	3.120593	0.006820	1.8
494	-0.210429	31.006315	3.118555	0.009542	1.9
495	-0.223512	30.088907	3.174555	0.004567	2.1
496	-0.212222	29.428390	3.216136	0.005107	1.8
497	-0.208226	29.392726	3.218412	0.009925	2.1
498	-0.241276	30.386533	3.156168	0.004635	1.8
499	-0.233677	31.227830	3.105328	0.010174	1.8
500	-0.250055	32.117282	3.053329	0.009130	1.8
501	-0.218652	33.116908	2.996929	0.004575	3.8
502	-0.216929	32.528192	3.029890	0.009011	2.6
503	-0.235596	32.143980	3.051795	0.004927	1.8
504	-0.240170	32.698121	3.020302	0.008570	1.9
505	-0.269191	31.818462	3.070603	0.004310	1.8
506	-0.217028	31.007975	3.118455	0.010472	1.8
507	-0.254262	31.961411	3.062316	0.002599	1.9
508	-0.198726	31.997401	3.060236	0.012007	2.0
509	-0.198602	31.951542	3.062886	0.010441	1.8
510	-0.231867	31.025320	3.117416	0.013883	1.8
511	-0.237526	32.025320	3.058625	0.009165	1.8
512	-0.241156	32.914145	3.008200	0.003885	1.9
513	-0.258957	32.184824	3.049452	0.009791	1.8
514	-0.253756	31.344130	3.098429	0.004208	1.8
