1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
384	-0.161274	149.715170	2.304932	0.006964	6.4
385	-0.140122	150.715164	2.291509	0.011711	6.6
386	-0.165023	151.715119	2.278242	0.008287	6.3
387	-0.142240	151.478040	2.281374	0.009922	6.3
388	-0.167011	151.875252	2.276132	0.007234	6.4
389	-0.153220	151.638189	2.279257	0.006773	15.0
390	-0.141870	151.401532	2.282386	0.004865	6.7
391	-0.158277	151.175236	2.285386	0.012281	9.3
392	-0.157637	151.197772	2.285087	0.004306	7.2
393	-0.150663	152.197739	2.271894	0.015390	9.7
394	-0.143452	153.197738	2.258852	0.011267	8.3
395	-0.147980	152.960659	2.261930	0.011586	8.0
396	-0.148652	153.960659	2.249002	0.006158	7.3
397	-0.159022	153.723617	2.252053	0.008079	7.8
398	-0.171867	154.720257	2.239280	0.010382	11.1
399	-0.149114	155.720106	2.226611	0.009631	8.9
400	-0.154772	155.483027	2.229602	0.017319	8.6
401	-0.162918	155.366033	2.231081	0.007867	9.0
402	-0.159155	156.366033	2.218502	0.006411	9.6
403	-0.149942	157.097688	2.209388	0.007730	9.5
404	-0.157576	156.878888	2.212105	0.005373	11.7
405	-0.157171	156.666473	2.214750	0.009125	9.4
406	-0.144291	157.665429	2.202367	0.013299	7.1
407	-0.163787	158.665429	2.190109	0.010669	9.1
408	-0.145965	159.665429	2.177986	0.013575	9.5
409	-0.171559	159.428350	2.180848	0.010146	9.2
410	-0.152428	159.191271	2.183718	0.013422	9.1
411	-0.159228	158.954191	2.186594	0.018703	8.5
412	-0.163839	159.954191	2.174511	0.002564	7.3
413	-0.152075	160.954173	2.162560	0.011050	11.4
414	-0.151190	160.717327	2.165379	0.007834	6.8
415	-0.154881	161.717327	2.153528	0.007264	6.7
416	-0.158123	161.502904	2.156058	0.006584	6.8
417	-0.149582	161.265826	2.158862	0.009737	6.6
418	-0.153772	162.265689	2.147084	0.006864	6.4
419	-0.144638	162.108450	2.148928	0.007844	6.5
420	-0.140926	161.871868	2.151708	0.010985	7.0
421	-0.163196	161.644453	2.154387	0.016746	6.6
422	-0.153551	162.644453	2.142656	0.008461	8.6
423	-0.143510	162.407466	2.145424	0.009266	6.5
424	-0.166153	163.407465	2.133790	0.011278	7.0
425	-0.165865	163.182674	2.136394	0.011392	6.4
426	-0.147778	162.945595	2.139148	0.013174	6.4
427	-0.146690	163.858416	2.128585	0.004917	6.8
428	-0.154318	163.621338	2.131318	0.018209	6.4
429	-0.150669	163.384373	2.134057	0.009864	6.5
430	-0.148160	164.383732	2.122553	0.006993	6.9
431	-0.158957	165.371141	2.111308	0.004154	6.5
432	-0.149989	166.368886	2.100065	0.007519	6.7
433	-0.150258	166.135346	2.102686	0.017304	6.4
434	-0.146055	167.135346	2.091509	0.011534	6.7
435	-0.166706	166.898267	2.094148	0.011924	6.4
436	-0.146457	166.664129	2.096761	0.005113	7.3
437	-0.166817	167.664117	2.085647	0.012069	6.9
438	-0.148267	167.464290	2.087859	0.005723	6.7
439	-0.160254	167.242222	2.090322	0.006500	6.5
440	-0.147950	168.081135	2.081048	0.009099	6.7
441	-0.179520	169.081099	2.070100	0.004138	7.1
442	-0.158752	169.815905	2.062128	0.006476	6.7
443	-0.151603	169.580749	2.064673	0.005087	6.4
444	-0.160746	169.343900	2.067242	0.013237	6.6
445	-0.151069	169.120921	2.069666	0.009420	6.4
446	-0.163881	168.889490	2.072189	0.016293	7.3
447	-0.149307	169.889490	2.061333	0.004113	10.4
448	-0.142742	169.652411	2.063897	0.008237	8.8
449	-0.159728	169.415710	2.066462	0.011634	12.3
450	-0.154942	169.178631	2.069038	0.009877	9.1
451	-0.155436	169.319919	2.067502	0.015257	10.3
452	-0.148863	169.734071	2.063013	0.013866	8.9
453	-0.167820	170.734071	2.052253	0.007496	8.9
454	-0.156036	170.501679	2.054744	0.010094	8.5
455	-0.151439	170.265236	2.057284	0.010090	9.5
456	-0.165492	170.028157	2.059837	0.005707	8.7
457	-0.159558	169.791078	2.062396	0.005202	8.8
458	-0.163570	170.303624	2.056871	0.005660	6.7
459	-0.147979	170.502686	2.054733	0.012965	6.3
460	-0.165814	171.502569	2.044060	0.009184	6.5
461	-0.146860	172.502209	2.033501	0.003097	6.4
462	-0.174874	172.265998	2.035986	0.009885	6.7
463	-0.157696	172.076359	2.037986	0.006738	6.7
464	-0.172872	173.076358	2.027485	0.008785	6.5
465	-0.162120	174.076052	2.017095	0.007277	6.5
466	-0.157265	175.023442	2.007346	0.003965	6.6
467	-0.158219	175.746504	1.999969	0.004347	6.7
468	-0.132795	176.358809	1.993764	0.007336	6.4
469	-0.148925	176.125258	1.996126	0.002504	7.4
470	-0.155100	175.891979	1.998491	0.009578	6.4
471	-0.155600	175.657393	2.000875	0.011529	6.8
472	-0.153508	175.420314	2.003290	0.022077	6.7
473	-0.147504	176.420314	1.993143	0.012924	6.4
474	-0.164004	177.420314	1.983098	0.009547	6.4
475	-0.154023	177.183235	1.985470	0.006061	6.5
476	-0.172322	178.166269	1.975670	0.014922	6.3
477	-0.141270	178.021288	1.977109	0.008004	12.5
478	-0.153668	179.021288	1.967225	0.006977	9.0
479	-0.154444	178.784349	1.969558	0.009439	6.4
480	-0.154300	179.461590	1.962904	0.011305	6.5
481	-0.154158	179.224511	1.965228	0.014111	6.5
482	-0.151021	180.224511	1.955462	0.009674	6.5
483	-0.155773	181.224511	1.945792	0.009414	6.5
484	-0.158815	181.194618	1.946080	0.004236	6.8
485	-0.148963	181.046998	1.947502	0.012085	6.4
486	-0.158199	180.810368	1.949785	0.007256	6.7
487	-0.151616	180.573289	1.952078	0.015967	7.8
488	-0.147715	181.573287	1.942442	0.008110	6.4
489	-0.161160	182.573287	1.932900	0.008391	6.8
490	-0.144415	182.337909	1.935138	0.008774	7.2
491	-0.154335	183.337905	1.925667	0.013043	7.5
492	-0.149579	183.100826	1.927904	0.007684	6.7
493	-0.148429	184.100826	1.918504	0.011492	6.5
494	-0.153131	183.863747	1.920725	0.010729	6.4
495	-0.165891	183.626668	1.922950	0.011812	6.5
496	-0.147434	183.994618	1.919498	0.010343	6.4
497	-0.156092	184.994004	1.910186	0.019055	6.4
498	-0.156653	185.994004	1.900958	0.008184	8.0
499	-0.160611	186.312959	1.898033	0.005246	8.6
500	-0.159016	187.312767	1.888923	0.015268	6.6
501	-0.151347	187.186726	1.890067	0.011235	6.6
502	-0.157178	188.186726	1.881032	0.005570	6.9
503	-0.160412	189.186710	1.872082	0.009891	6.5
504	-0.155197	190.095521	1.864023	0.007168	6.9
505	-0.158720	191.095520	1.855234	0.005225	9.3
506	-0.162832	190.858495	1.857310	0.010405	12.4
507	-0.141646	190.621439	1.859390	0.006605	6.6
508	-0.149501	191.621409	1.850645	0.015175	7.0
509	-0.155706	192.621409	1.841982	0.011594	7.1
510	-0.158852	193.621409	1.833400	0.003057	6.6
511	-0.155630	194.547553	1.825522	0.010140	21.2
